model,seed,concept,layer,rank,direction,context,eval_lang,acc,pair_acc,logit_diff,n
bigscience/bloom-560m,2,side_aunt,-1,0,none,informative,bn,0.5083333333333333,1.0,1.1397194544474283,120
bigscience/bloom-560m,2,side_aunt,-1,0,none,informative,en,0.5,0.4666666666666667,-0.0032834370930989584,120
bigscience/bloom-560m,2,side_aunt,-1,0,none,informative,hi,0.825,1.0,0.8781265070041021,120
bigscience/bloom-560m,2,side_aunt,-1,0,none,neutral,bn,0.5,1.0,0.6445993085702261,120
bigscience/bloom-560m,2,side_aunt,-1,0,none,neutral,en,0.5,0.5,0.0,120
bigscience/bloom-560m,2,side_aunt,-1,0,none,neutral,hi,0.7166666666666667,1.0,0.6398327231407166,120
bigscience/bloom-560m,2,gender,-1,0,none,informative,bn,0.5,1.0,0.6254725575447082,120
bigscience/bloom-560m,2,gender,-1,0,none,informative,en,0.8166666666666667,1.0,0.5478291829427083,120
bigscience/bloom-560m,2,gender,-1,0,none,informative,hi,0.6666666666666666,1.0,0.5221539815266927,120
bigscience/bloom-560m,2,gender,-1,0,none,neutral,bn,0.5,0.7166666666666667,0.07699399888515472,120
bigscience/bloom-560m,2,gender,-1,0,none,neutral,en,0.7916666666666666,1.0,0.5370351155598958,120
bigscience/bloom-560m,2,gender,-1,0,none,neutral,hi,0.55,1.0,0.22458736896514891,120
bigscience/bloom-560m,2,side_aunt,0,1,bn,informative,bn,0.5083333333333333,1.0,1.147094730536143,120
bigscience/bloom-560m,2,side_aunt,0,1,bn,informative,en,0.5,0.4666666666666667,-0.0038294474283854167,120
bigscience/bloom-560m,2,side_aunt,0,1,bn,informative,hi,0.8,1.0,0.8671101341644923,120
bigscience/bloom-560m,2,side_aunt,0,1,bn,neutral,bn,0.5,1.0,0.6428813397884369,120
bigscience/bloom-560m,2,side_aunt,0,1,bn,neutral,en,0.5,0.5,0.0,120
bigscience/bloom-560m,2,side_aunt,0,1,bn,neutral,hi,0.7166666666666667,1.0,0.6352980256080627,120
bigscience/bloom-560m,2,side_aunt,2,1,bn,informative,bn,0.5083333333333333,1.0,1.0235411643981933,120
bigscience/bloom-560m,2,side_aunt,2,1,bn,informative,en,0.5,0.4666666666666667,-0.001177978515625,120
bigscience/bloom-560m,2,side_aunt,2,1,bn,informative,hi,0.8,1.0,0.8810892303784689,120
bigscience/bloom-560m,2,side_aunt,2,1,bn,neutral,bn,0.5,1.0,0.5391037980715434,120
bigscience/bloom-560m,2,side_aunt,2,1,bn,neutral,en,0.5,0.5,0.0,120
