model,seed,concept,layer,rank,direction,context,eval_lang,acc,pair_acc,logit_diff,n
bigscience/bloom-560m,3,side,-1,0,none,informative,bn,0.6333333333333333,1.0,0.2925190587838491,120
bigscience/bloom-560m,3,side,-1,0,none,informative,en,0.5166666666666667,0.9833333333333333,0.0728441874186198,120
bigscience/bloom-560m,3,side,-1,0,none,informative,hi,0.7083333333333334,1.0,0.4546380420525869,120
bigscience/bloom-560m,3,side,-1,0,none,neutral,bn,0.48333333333333334,0.1,-0.09216957489649455,120
bigscience/bloom-560m,3,side,-1,0,none,neutral,en,0.5,0.5,0.0,120
bigscience/bloom-560m,3,side,-1,0,none,neutral,hi,0.5333333333333333,0.7,0.047149275739987694,120
bigscience/bloom-560m,3,gender,-1,0,none,informative,bn,0.5,1.0,0.5920030325651169,120
bigscience/bloom-560m,3,gender,-1,0,none,informative,en,0.9166666666666666,1.0,0.4958445231119792,120
bigscience/bloom-560m,3,gender,-1,0,none,informative,hi,0.6,1.0,0.46295034488042197,120
bigscience/bloom-560m,3,gender,-1,0,none,neutral,bn,0.5,0.7666666666666667,0.0788595457871755,120
bigscience/bloom-560m,3,gender,-1,0,none,neutral,en,0.925,1.0,0.4766632080078125,120
bigscience/bloom-560m,3,gender,-1,0,none,neutral,hi,0.5,0.9833333333333333,0.19592182636260985,120
bigscience/bloom-560m,3,side,0,1,bn,informative,bn,0.6333333333333333,1.0,0.30481029152870176,120
bigscience/bloom-560m,3,side,0,1,bn,informative,en,0.5166666666666667,0.9833333333333333,0.07291666666666667,120
bigscience/bloom-560m,3,side,0,1,bn,informative,hi,0.7083333333333334,1.0,0.4580301880836487,120
bigscience/bloom-560m,3,side,0,1,bn,neutral,bn,0.48333333333333334,0.16666666666666666,-0.0732572098573049,120
bigscience/bloom-560m,3,side,0,1,bn,neutral,en,0.5,0.5,0.0,120
bigscience/bloom-560m,3,side,0,1,bn,neutral,hi,0.5333333333333333,0.7,0.04646492004394531,120
bigscience/bloom-560m,3,side,2,1,bn,informative,bn,0.6166666666666667,0.9833333333333333,0.2600790540377299,120
bigscience/bloom-560m,3,side,2,1,bn,informative,en,0.5166666666666667,0.9833333333333333,0.07018025716145833,120
bigscience/bloom-560m,3,side,2,1,bn,informative,hi,0.7083333333333334,1.0,0.43604230384031933,120
bigscience/bloom-560m,3,side,2,1,bn,neutral,bn,0.49166666666666664,0.03333333333333333,-0.1267233411471049,120
bigscience/bloom-560m,3,side,2,1,bn,neutral,en,0.5,0.5,0.0,120
bigscience/bloom-560m,3,side,2,1,bn,neutral,hi,0.525,0.6333333333333333,0.03693259358406067,120
bigscience/bloom-560m,3,side,4,1,bn,informative,bn,0.6166666666666667,1.0,0.27137880126635233,120
bigscience/bloom-560m,3,side,4,1,bn,informative,en,0.525,0.95,0.06604080200195313,120
bigscience/bloom-560m,3,side,4,1,bn,informative,hi,0.7,1.0,0.4422178794940313,120
bigscience/bloom-560m,3,side,4,1,bn,neutral,bn,0.475,0.03333333333333333,-0.11144556601842244,120
bigscience/bloom-560m,3,side,4,1,bn,neutral,en,0.5,0.5,0.0,120
bigscience/bloom-560m,3,side,4,1,bn,neutral,hi,0.5333333333333333,0.6833333333333333,0.04184049367904663,120
bigscience/bloom-560m,3,side,6,1,bn,informative,bn,0.6416666666666667,1.0,0.329547518491745,120
bigscience/bloom-560m,3,side,6,1,bn,informative,en,0.5166666666666667,0.9833333333333333,0.0735338846842448,120
bigscience/bloom-560m,3,side,6,1,bn,informative,hi,0.7,1.0,0.4684179723262787,120
bigscience/bloom-560m,3,side,6,1,bn,neutral,bn,0.48333333333333334,0.06666666666666667,-0.08450904687245687,120
bigscience/bloom-560m,3,side,6,1,bn,neutral,en,0.5,0.5,0.0,120
bigscience/bloom-560m,3,side,6,1,bn,neutral,hi,0.5416666666666666,0.85,0.0823011577129364,120
bigscience/bloom-560m,3,side,8,1,bn,informative,bn,0.625,1.0,0.3049558142820994,120
bigscience/bloom-560m,3,side,8,1,bn,informative,en,0.5166666666666667,0.9833333333333333,0.0710845947265625,120
bigscience/bloom-560m,3,side,8,1,bn,informative,hi,0.7,1.0,0.4620093862215678,120
bigscience/bloom-560m,3,side,8,1,bn,neutral,bn,0.48333333333333334,0.03333333333333333,-0.12194568713506063,120
bigscience/bloom-560m,3,side,8,1,bn,neutral,en,0.5,0.5,0.0,120
bigscience/bloom-560m,3,side,8,1,bn,neutral,hi,0.5416666666666666,0.8,0.06361377636591593,120
bigscience/bloom-560m,3,side,10,1,bn,informative,bn,0.6166666666666667,1.0,0.2919841130574544,120
bigscience/bloom-560m,3,side,10,1,bn,informative,en,0.5166666666666667,0.9833333333333333,0.07149912516276041,120
bigscience/bloom-560m,3,side,10,1,bn,informative,hi,0.7,1.0,0.43607465624809266,120
bigscience/bloom-560m,3,side,10,1,bn,neutral,bn,0.48333333333333334,0.1,-0.10171202619870504,120
bigscience/bloom-560m,3,side,10,1,bn,neutral,en,0.5,0.5,0.0,120
bigscience/bloom-560m,3,side,10,1,bn,neutral,hi,0.5166666666666667,0.6333333333333333,0.031800320744514464,120
bigscience/bloom-560m,3,side,12,1,bn,informative,bn,0.6166666666666667,1.0,0.27086495359738666,120
bigscience/bloom-560m,3,side,12,1,bn,informative,en,0.525,0.9666666666666667,0.06902567545572917,120
bigscience/bloom-560m,3,side,12,1,bn,informative,hi,0.7,1.0,0.44384700854619347,120
bigscience/bloom-560m,3,side,12,1,bn,neutral,bn,0.49166666666666664,0.03333333333333333,-0.09367875854174296,120
bigscience/bloom-560m,3,side,12,1,bn,neutral,en,0.5,0.5,0.0,120
bigscience/bloom-560m,3,side,12,1,bn,neutral,hi,0.5166666666666667,0.7333333333333333,0.051459015409151716,120
bigscience/bloom-560m,3,side,12,4,bn,informative,bn,0.6166666666666667,1.0,0.28222062985102336,120
bigscience/bloom-560m,3,side,12,4,bn,informative,en,0.5166666666666667,0.9666666666666667,0.07028986612955729,120
bigscience/bloom-560m,3,side,12,4,bn,informative,hi,0.7083333333333334,1.0,0.4518221418062846,120
bigscience/bloom-560m,3,side,12,4,bn,neutral,bn,0.49166666666666664,0.08333333333333333,-0.09304890433947245,120
bigscience/bloom-560m,3,side,12,4,bn,neutral,en,0.5,0.5,0.0,120
bigscience/bloom-560m,3,side,12,4,bn,neutral,hi,0.5166666666666667,0.6833333333333333,0.043732889493306476,120
bigscience/bloom-560m,3,side,14,1,bn,informative,bn,0.6166666666666667,1.0,0.27510878841082254,120
bigscience/bloom-560m,3,side,14,1,bn,informative,en,0.525,0.9666666666666667,0.07118301391601563,120
bigscience/bloom-560m,3,side,14,1,bn,informative,hi,0.7,1.0,0.45176678796609243,120
bigscience/bloom-560m,3,side,14,1,bn,neutral,bn,0.48333333333333334,0.06666666666666667,-0.08985028664271037,120
bigscience/bloom-560m,3,side,14,1,bn,neutral,en,0.5,0.5,0.0,120
