model,seed,concept,layer,train_context,train_lang,test_context,test_lang,control,acc
bigscience/bloom-1b7,4,side_aunt,16,informative,hi,neutral,hi,none,1.0
bigscience/bloom-1b7,4,side_aunt,16,informative,hi,neutral,en,none,0.5
bigscience/bloom-1b7,4,side_aunt,16,informative,hi,informative,hi,shuffled,0.5
bigscience/bloom-1b7,4,side_aunt,17,informative,hi,informative,bn,none,0.5
bigscience/bloom-1b7,4,side_aunt,17,informative,hi,informative,hi,none,1.0
bigscience/bloom-1b7,4,side_aunt,17,informative,hi,informative,en,none,0.5
bigscience/bloom-1b7,4,side_aunt,17,informative,hi,neutral,bn,none,0.5
bigscience/bloom-1b7,4,side_aunt,17,informative,hi,neutral,hi,none,1.0
bigscience/bloom-1b7,4,side_aunt,17,informative,hi,neutral,en,none,0.5
bigscience/bloom-1b7,4,side_aunt,17,informative,hi,informative,hi,shuffled,0.5833333333333334
bigscience/bloom-1b7,4,side_aunt,18,informative,hi,informative,bn,none,0.5
bigscience/bloom-1b7,4,side_aunt,18,informative,hi,informative,hi,none,1.0
bigscience/bloom-1b7,4,side_aunt,18,informative,hi,informative,en,none,0.5
bigscience/bloom-1b7,4,side_aunt,18,informative,hi,neutral,bn,none,0.5
bigscience/bloom-1b7,4,side_aunt,18,informative,hi,neutral,hi,none,1.0
bigscience/bloom-1b7,4,side_aunt,18,informative,hi,neutral,en,none,0.5
bigscience/bloom-1b7,4,side_aunt,18,informative,hi,informative,hi,shuffled,0.5
bigscience/bloom-1b7,4,side_aunt,19,informative,hi,informative,bn,none,0.5
bigscience/bloom-1b7,4,side_aunt,19,informative,hi,informative,hi,none,1.0
bigscience/bloom-1b7,4,side_aunt,19,informative,hi,informative,en,none,0.5
bigscience/bloom-1b7,4,side_aunt,19,informative,hi,neutral,bn,none,0.5
bigscience/bloom-1b7,4,side_aunt,19,informative,hi,neutral,hi,none,1.0
bigscience/bloom-1b7,4,side_aunt,19,informative,hi,neutral,en,none,0.5
bigscience/bloom-1b7,4,side_aunt,19,informative,hi,informative,hi,shuffled,0.5
bigscience/bloom-1b7,4,side_aunt,20,informative,hi,informative,bn,none,0.5
bigscience/bloom-1b7,4,side_aunt,20,informative,hi,informative,hi,none,1.0
bigscience/bloom-1b7,4,side_aunt,20,informative,hi,informative,en,none,0.5
bigscience/bloom-1b7,4,side_aunt,20,informative,hi,neutral,bn,none,0.5
bigscience/bloom-1b7,4,side_aunt,20,informative,hi,neutral,hi,none,1.0
bigscience/bloom-1b7,4,side_aunt,20,informative,hi,neutral,en,none,0.5
bigscience/bloom-1b7,4,side_aunt,20,informative,hi,informative,hi,shuffled,0.6083333333333333
bigscience/bloom-1b7,4,side_aunt,21,informative,hi,informative,bn,none,0.5
bigscience/bloom-1b7,4,side_aunt,21,informative,hi,informative,hi,none,1.0
bigscience/bloom-1b7,4,side_aunt,21,informative,hi,informative,en,none,0.5
bigscience/bloom-1b7,4,side_aunt,21,informative,hi,neutral,bn,none,0.5
bigscience/bloom-1b7,4,side_aunt,21,informative,hi,neutral,hi,none,1.0
bigscience/bloom-1b7,4,side_aunt,21,informative,hi,neutral,en,none,0.5
bigscience/bloom-1b7,4,side_aunt,21,informative,hi,informative,hi,shuffled,0.6666666666666666
bigscience/bloom-1b7,4,side_aunt,22,informative,hi,informative,bn,none,0.5
bigscience/bloom-1b7,4,side_aunt,22,informative,hi,informative,hi,none,1.0
bigscience/bloom-1b7,4,side_aunt,22,informative,hi,informative,en,none,0.5
bigscience/bloom-1b7,4,side_aunt,22,informative,hi,neutral,bn,none,0.5
bigscience/bloom-1b7,4,side_aunt,22,informative,hi,neutral,hi,none,1.0
bigscience/bloom-1b7,4,side_aunt,22,informative,hi,neutral,en,none,0.5
