model,seed,concept,layer,rank,direction,context,eval_lang,acc,pair_acc,logit_diff,n
bigscience/bloom-1b7,1,side,-1,0,none,informative,bn,0.5,0.8916666666666667,0.18072917262713115,120
bigscience/bloom-1b7,1,side,-1,0,none,informative,en,0.5583333333333333,0.9916666666666667,0.14583333333333334,120
bigscience/bloom-1b7,1,side,-1,0,none,informative,hi,0.49166666666666664,0.45,-0.04062500596046448,120
bigscience/bloom-1b7,1,side,-1,0,none,neutral,bn,0.5,0.9,0.0875000258286794,120
bigscience/bloom-1b7,1,side,-1,0,none,neutral,en,0.48333333333333334,0.5,0.0,120
bigscience/bloom-1b7,1,side,-1,0,none,neutral,hi,0.4583333333333333,0.0,-0.17031249205271404,120
bigscience/bloom-1b7,1,gender,-1,0,none,informative,bn,0.5,1.0,0.41614583134651184,120
bigscience/bloom-1b7,1,gender,-1,0,none,informative,en,0.8416666666666667,1.0,0.9208333373069764,120
bigscience/bloom-1b7,1,gender,-1,0,none,informative,hi,0.5,0.5333333333333333,0.0,120
bigscience/bloom-1b7,1,gender,-1,0,none,neutral,bn,0.5,1.0,0.2807291686534882,120
bigscience/bloom-1b7,1,gender,-1,0,none,neutral,en,0.8166666666666667,1.0,0.893750003973643,120
bigscience/bloom-1b7,1,gender,-1,0,none,neutral,hi,0.5,1.0,0.17291666666666666,120
bigscience/bloom-1b7,1,side,0,1,bn,informative,bn,0.5083333333333333,0.875,0.17343751589457193,120
bigscience/bloom-1b7,1,side,0,1,bn,informative,en,0.5583333333333333,0.9833333333333333,0.14375,120
bigscience/bloom-1b7,1,side,0,1,bn,informative,hi,0.5,0.44166666666666665,-0.04062499205271403,120
bigscience/bloom-1b7,1,side,0,1,bn,neutral,bn,0.5,0.8916666666666667,0.08802085717519124,120
bigscience/bloom-1b7,1,side,0,1,bn,neutral,en,0.49166666666666664,0.5083333333333333,0.0010416666666666667,120
bigscience/bloom-1b7,1,side,0,1,bn,neutral,hi,0.4583333333333333,0.0,-0.17083332737286885,120
bigscience/bloom-1b7,1,side,2,1,bn,informative,bn,0.5083333333333333,0.9083333333333333,0.18697916666666667,120
bigscience/bloom-1b7,1,side,2,1,bn,informative,en,0.55,0.9833333333333333,0.14166666666666666,120
bigscience/bloom-1b7,1,side,2,1,bn,informative,hi,0.49166666666666664,0.475,-0.034374980131785075,120
bigscience/bloom-1b7,1,side,2,1,bn,neutral,bn,0.5,0.9166666666666666,0.09583333532015482,120
bigscience/bloom-1b7,1,side,2,1,bn,neutral,en,0.475,0.5,0.0,120
bigscience/bloom-1b7,1,side,2,1,bn,neutral,hi,0.4583333333333333,0.0,-0.16718750993410747,120
bigscience/bloom-1b7,1,side,4,1,bn,informative,bn,0.5,0.8916666666666667,0.16979168057441713,120
bigscience/bloom-1b7,1,side,4,1,bn,informative,en,0.5583333333333333,0.975,0.13645833333333332,120
bigscience/bloom-1b7,1,side,4,1,bn,informative,hi,0.48333333333333334,0.44166666666666665,-0.04739584525426229,120
bigscience/bloom-1b7,1,side,4,1,bn,neutral,bn,0.5,0.8666666666666667,0.07812499006589253,120
bigscience/bloom-1b7,1,side,4,1,bn,neutral,en,0.48333333333333334,0.5,0.0,120
bigscience/bloom-1b7,1,side,4,1,bn,neutral,hi,0.4583333333333333,0.0,-0.175,120
bigscience/bloom-1b7,1,side,6,1,bn,informative,bn,0.5,0.7416666666666667,0.10572914679845175,120
